Region,Year,Month,Avg_Temperature
Al Jouf,2023,11,18.9
Al Jouf,2023,12,14.2
Al Jouf,2024,1,12.5
Al Jouf,2024,2,12.6
Al Jouf,2024,3,17.2
Al Jouf,2024,4,24.1
Al Jouf,2024,5,28.2
Al Jouf,2024,6,35.6
Al Jouf,2024,7,34.9
Al Jouf,2024,8,35.0
Al Jouf,2024,9,31.4
Al Jouf,2024,10,24.4
Al Jouf,2024,11,16.4
Al Jouf,2024,12,11.4
Al Jouf,2025,1,10.3
Al Jouf,2025,2,10.5
Al Jouf,2025,3,17.5
Al Jouf,2025,4,24.2
Al Jouf,2025,5,29.4
Al Jouf,2025,6,33.3
Al Jouf,2025,7,34.3
Al Jouf,2025,8,35.3
Al Jouf,2025,9,31.0
Al Jouf,2025,10,25.5
Al Jouf,2025,11,19.0
Al Jouf,2025,12,13.0
Al Jouf,2026,1,11.0
Asir,2017,1,13.4
Asir,2017,2,12.0
Asir,2017,3,14.0
Asir,2017,4,17.7
Asir,2017,5,19.1
Asir,2017,6,22.5
Asir,2017,7,23.0
Asir,2017,8,20.7
Asir,2017,9,20.7
Asir,2017,10,17.9
Asir,2017,11,14.6
Asir,2017,12,12.5
Asir,2018,1,11.5
Asir,2018,2,13.5
Asir,2018,3,15.1
Asir,2018,4,15.5
Asir,2018,5,20.0
Asir,2018,6,22.3
Asir,2018,7,21.5
Asir,2018,8,20.7
Asir,2018,9,20.7
Asir,2018,10,16.6
Asir,2018,11,14.3
Asir,2018,12,13.3
Asir,2019,1,14.1
Asir,2019,2,13.7
Asir,2019,3,14.3
Asir,2019,4,16.5
Asir,2019,5,18.2
Asir,2019,6,22.6
Asir,2019,7,23.0
Asir,2019,8,20.1
Asir,2019,9,21.2
Asir,2019,10,17.1
Asir,2019,11,14.4
Asir,2019,12,12.6
Asir,2020,1,10.9
Asir,2020,2,13.9
Asir,2020,3,14.5
Asir,2020,4,16.4
Asir,2020,5,19.3
Asir,2020,6,22.7
Asir,2020,7,21.6
Asir,2020,8,20.6
Asir,2020,9,20.8
Asir,2020,10,17.3
Asir,2020,11,15.0
Asir,2020,12,13.1
Asir,2021,1,12.5
Asir,2021,2,12.7
Asir,2021,3,17.0
Asir,2021,4,17.3
Asir,2021,5,20.4
Asir,2021,6,23.2
Asir,2021,7,21.2
Asir,2021,8,21.8
Asir,2021,9,20.9
Asir,2021,10,18.0
Asir,2021,11,14.9
Asir,2021,12,13.4
Asir,2022,1,11.8
Asir,2022,2,13.9
Asir,2022,3,16.2
Asir,2022,4,18.2
Asir,2022,5,20.9
Asir,2022,6,22.8
Asir,2022,7,20.5
Asir,2022,8,19.8
Asir,2022,9,20.8
Asir,2022,10,17.4
Asir,2022,11,14.9
Asir,2022,12,11.7
Asir,2023,1,12.0
Asir,2023,2,14.3
Asir,2023,3,13.3
Asir,2023,4,15.5
Asir,2023,5,18.2
Asir,2023,6,21.7
Asir,2023,7,23.5
Asir,2023,8,21.7
Asir,2023,9,21.9
Asir,2023,10,17.8
Asir,2023,11,15.5
Asir,2023,12,13.1
Asir,2024,1,12.6
Asir,2024,2,13.5
Asir,2024,3,15.3
Asir,2024,4,16.3
Asir,2024,5,19.8
Asir,2024,6,23.3
Asir,2024,7,22.1
Asir,2024,8,19.8
Asir,2024,9,21.2
Asir,2024,10,18.2
Asir,2024,11,15.2
Asir,2024,12,13.5
Asir,2025,1,12.4
Asir,2025,2,14.6
Asir,2025,3,14.7
Asir,2025,4,18.5
Asir,2025,5,21.3
Asir,2025,6,23.0
Asir,2025,7,22.9
Asir,2025,8,20.9
Asir,2025,9,21.0
Asir,2025,10,17.2
Asir,2025,11,14.1
Asir,2025,12,12.3
Asir,2026,1,12.9
Eastern,2017,1,16.5
Eastern,2017,2,14.7
Eastern,2017,3,20.2
Eastern,2017,4,27.3
Eastern,2017,5,32.8
Eastern,2017,6,34.4
Eastern,2017,7,36.5
Eastern,2017,8,35.9
Eastern,2017,9,33.3
Eastern,2017,10,29.4
Eastern,2017,11,23.9
Eastern,2017,12,17.2
Eastern,2018,1,16.1
Eastern,2018,2,18.6
Eastern,2018,3,23.4
Eastern,2018,4,26.4
Eastern,2018,5,30.9
Eastern,2018,6,35.7
Eastern,2018,7,36.3
Eastern,2018,8,35.4
Eastern,2018,9,33.5
Eastern,2018,10,29.2
Eastern,2018,11,22.8
Eastern,2018,12,18.8
Eastern,2019,1,18.1
Eastern,2019,2,17.4
Eastern,2019,3,19.5
Eastern,2019,4,25.1
Eastern,2019,5,31.4
Eastern,2019,6,35.9
Eastern,2019,7,36.0
Eastern,2019,8,35.7
Eastern,2019,9,33.6
Eastern,2019,10,31.1
Eastern,2019,11,23.1
Eastern,2019,12,18.4
Eastern,2020,1,15.7
Eastern,2020,2,17.8
Eastern,2020,3,21.3
Eastern,2020,4,26.7
Eastern,2020,5,30.5
Eastern,2020,6,34.9
Eastern,2020,7,36.6
Eastern,2020,8,35.5
Eastern,2020,9,33.3
Eastern,2020,10,27.9
Eastern,2020,11,24.2
Eastern,2020,12,18.6
Eastern,2021,1,16.8
Eastern,2021,2,18.3
Eastern,2021,3,22.6
Eastern,2021,4,27.3
Eastern,2021,5,32.7
Eastern,2021,6,35.0
Eastern,2021,7,36.5
Eastern,2021,8,36.0
Eastern,2021,9,32.8
Eastern,2021,10,29.2
Eastern,2021,11,23.9
Eastern,2021,12,19.0
Eastern,2022,1,15.4
Eastern,2022,2,17.9
Eastern,2022,3,21.4
Eastern,2022,4,26.5
Eastern,2022,5,30.5
Eastern,2022,6,34.7
Eastern,2022,7,35.3
Eastern,2022,8,36.0
Eastern,2022,9,33.3
Eastern,2022,10,29.1
Eastern,2022,11,25.7
Eastern,2022,12,19.6
Eastern,2023,1,15.4
Eastern,2023,2,18.3
Eastern,2023,3,22.2
Eastern,2023,4,25.3
Eastern,2023,5,31.2
Eastern,2023,6,34.8
Eastern,2023,7,36.3
Eastern,2023,8,36.3
Eastern,2023,9,34.0
Eastern,2023,10,30.4
Eastern,2023,11,23.7
Eastern,2023,12,19.9
Eastern,2024,1,18.7
Eastern,2024,2,18.1
Eastern,2024,3,21.1
Eastern,2024,4,26.2
Eastern,2024,5,31.2
Eastern,2024,6,35.7
Eastern,2024,7,37.5
Eastern,2024,8,36.0
Eastern,2024,9,33.3
Eastern,2024,10,28.9
Eastern,2024,11,24.6
Eastern,2024,12,17.9
Eastern,2025,1,16.1
Eastern,2025,2,16.8
Eastern,2025,3,21.2
Eastern,2025,4,29.2
Eastern,2025,5,33.8
Eastern,2025,6,36.2
Eastern,2025,7,37.6
Eastern,2025,8,36.7
Eastern,2025,9,34.2
Eastern,2025,10,28.9
Eastern,2025,11,23.6
Eastern,2025,12,19.5
Eastern,2026,1,16.2
Hail,2017,1,11.8
Hail,2017,2,10.6
Hail,2017,3,18.0
Hail,2017,4,23.9
Hail,2017,5,28.7
Hail,2017,6,32.5
Hail,2017,7,35.3
Hail,2017,8,35.3
Hail,2017,9,31.6
Hail,2017,10,26.2
Hail,2017,11,18.6
Hail,2017,12,13.1
Hail,2018,1,10.9
Hail,2018,2,16.4
Hail,2018,3,21.8
Hail,2018,4,21.8
Hail,2018,5,27.5
Hail,2018,6,32.0
Hail,2018,7,33.1
Hail,2018,8,32.7
Hail,2018,9,32.9
Hail,2018,10,25.1
Hail,2018,11,14.7
Hail,2018,12,13.7
Hail,2019,1,13.5
Hail,2019,2,12.7
Hail,2019,3,15.4
Hail,2019,4,20.3
Hail,2019,5,28.7
Hail,2019,6,32.8
Hail,2019,7,33.4
Hail,2019,8,32.8
Hail,2019,9,32.3
Hail,2019,10,26.7
Hail,2019,11,17.0
Hail,2019,12,13.0
Hail,2020,1,9.7
Hail,2020,2,13.5
Hail,2020,3,17.8
Hail,2020,4,22.3
Hail,2020,5,28.5
Hail,2020,6,31.2
Hail,2020,7,34.6
Hail,2020,8,32.2
Hail,2020,9,31.3
Hail,2020,10,24.5
Hail,2020,11,18.0
Hail,2020,12,12.8
Hail,2021,1,11.9
Hail,2021,2,14.0
Hail,2021,3,20.0
Hail,2021,4,24.0
Hail,2021,5,29.9
Hail,2021,6,33.3
Hail,2021,7,35.1
Hail,2021,8,33.7
Hail,2021,9,30.7
Hail,2021,10,27.1
Hail,2021,11,18.3
Hail,2021,12,13.7
Hail,2022,1,10.8
Hail,2022,2,13.6
Hail,2022,3,17.6
Hail,2022,4,24.4
Hail,2022,5,27.8
Hail,2022,6,33.3
Hail,2022,7,33.5
Hail,2022,8,34.0
Hail,2022,9,30.8
Hail,2022,10,26.5
Hail,2022,11,17.5
Hail,2022,12,13.0
Hail,2023,1,11.0
Hail,2023,2,12.5
Hail,2023,3,17.5
Hail,2023,4,20.4
Hail,2023,5,27.4
Hail,2023,6,31.5
Hail,2023,7,34.3
Hail,2023,8,34.3
Hail,2023,9,32.7
Hail,2023,10,26.3
Hail,2023,11,18.4
Hail,2023,12,15.0
Hail,2024,1,13.0
Hail,2024,2,12.9
Hail,2024,3,17.2
Hail,2024,4,22.5
Hail,2024,5,27.6
Hail,2024,6,34.1
Hail,2024,7,33.4
Hail,2024,8,34.4
Hail,2024,9,31.3
Hail,2024,10,23.7
Hail,2024,11,17.8
Hail,2024,12,13.1
Hail,2025,1,10.4
Hail,2025,2,11.8
Hail,2025,3,17.2
Hail,2025,4,24.2
Hail,2025,5,28.9
Hail,2025,6,32.3
Hail,2025,7,32.9
Hail,2025,8,34.0
Hail,2025,9,31.4
Hail,2025,10,25.6
Hail,2025,11,19.3
Hail,2025,12,12.6
Hail,2026,1,12.4
Jazan,2017,1,26.0
Jazan,2017,2,26.1
Jazan,2017,3,27.9
Jazan,2017,4,29.9
Jazan,2017,5,31.8
Jazan,2017,6,32.3
Jazan,2017,7,32.8
Jazan,2017,8,32.9
Jazan,2017,9,32.4
Jazan,2017,10,31.2
Jazan,2017,11,29.0
Jazan,2017,12,25.8
Jazan,2018,1,24.9
Jazan,2018,2,25.6
Jazan,2018,3,27.6
Jazan,2018,4,30.4
Jazan,2018,5,31.6
Jazan,2018,6,32.4
Jazan,2018,7,32.6
Jazan,2018,8,32.5
Jazan,2018,9,32.4
Jazan,2018,10,30.9
Jazan,2018,11,28.8
Jazan,2018,12,26.6
Jazan,2019,1,25.6
Jazan,2019,2,26.2
Jazan,2019,3,27.4
Jazan,2019,4,29.8
Jazan,2019,5,32.2
Jazan,2019,6,33.0
Jazan,2019,7,32.7
Jazan,2019,8,31.9
Jazan,2019,9,32.0
Jazan,2019,10,30.4
Jazan,2019,11,28.9
Jazan,2019,12,27.2
Jazan,2020,1,25.4
Jazan,2020,2,26.0
Jazan,2020,3,27.3
Jazan,2020,4,29.8
Jazan,2020,5,32.3
Jazan,2020,6,32.2
Jazan,2020,7,31.9
Jazan,2020,8,31.4
Jazan,2020,9,32.2
Jazan,2020,10,30.9
Jazan,2020,11,28.5
Jazan,2020,12,26.9
Jazan,2021,1,25.3
Jazan,2021,2,25.6
Jazan,2021,3,27.6
Jazan,2021,4,29.3
Jazan,2021,5,31.5
Jazan,2021,6,32.7
Jazan,2021,7,32.0
Jazan,2021,8,32.7
Jazan,2021,9,32.5
Jazan,2021,10,31.0
Jazan,2021,11,29.1
Jazan,2021,12,26.6
Jazan,2022,1,26.0
Jazan,2022,2,26.4
Jazan,2022,3,27.4
Jazan,2022,4,30.2
Jazan,2022,5,31.2
Jazan,2022,6,32.5
Jazan,2022,7,32.1
Jazan,2022,8,30.7
Jazan,2022,9,32.6
Jazan,2022,10,31.2
Jazan,2022,11,28.9
Jazan,2022,12,26.4
Jazan,2023,1,25.7
Jazan,2023,2,26.1
Jazan,2023,3,27.6
Jazan,2023,4,30.2
Jazan,2023,5,32.2
Jazan,2023,6,33.2
Jazan,2023,7,34.0
Jazan,2023,8,33.6
Jazan,2023,9,33.6
Jazan,2023,10,31.5
Jazan,2023,11,29.3
Jazan,2023,12,26.8
Jazan,2024,1,26.3
Jazan,2024,2,27.0
Jazan,2024,3,29.0
Jazan,2024,4,31.0
Jazan,2024,5,32.6
Jazan,2024,6,33.9
Jazan,2024,7,34.1
Jazan,2024,8,30.0
Jazan,2024,9,32.4
Jazan,2024,10,31.6
Jazan,2024,11,29.2
Jazan,2024,12,27.0
Jazan,2025,1,25.8
Jazan,2025,2,26.6
Jazan,2025,3,28.3
Jazan,2025,4,30.1
Jazan,2025,5,31.7
Jazan,2025,6,32.5
Jazan,2025,7,33.5
Jazan,2025,8,31.2
Jazan,2025,9,32.6
Jazan,2025,10,31.2
Jazan,2025,11,28.6
Jazan,2025,12,26.2
Jazan,2026,1,25.5
